지역코드,세부지역코드,시도,구군
43,5034,충청북도,제천시
28,1040,인천광역시,강화군
28,1040,인천광역시,강화군
28,1040,인천광역시,강화군
28,1036,인천광역시,강화군
28,1036,인천광역시,강화군
28,1036,인천광역시,강화군
28,1036,인천광역시,강화군
28,1036,인천광역시,강화군
28,1037,인천광역시,강화군
28,1037,인천광역시,강화군
28,1037,인천광역시,강화군
41,3040,경기도,양평군
41,3040,경기도,양평군
41,3040,경기도,양평군
41,3040,경기도,양평군
41,3040,경기도,양평군
41,3040,경기도,양평군
41,3037,경기도,양평군
41,3037,경기도,양평군
41,3037,경기도,양평군
41,3038,경기도,양평군
41,3038,경기도,양평군
29,7013,광주광역시,북구
29,7013,광주광역시,북구
29,7013,광주광역시,북구
29,7014,광주광역시,북구
29,1011,광주광역시,동구
29,1011,광주광역시,동구
43,6041,충청북도,괴산군
43,6041,충청북도,괴산군
43,6041,충청북도,괴산군
43,6041,충청북도,괴산군
43,6041,충청북도,괴산군
43,7025,충청북도,음성군
43,7025,충청북도,음성군
43,7025,충청북도,음성군
43,7025,충청북도,음성군
44,1038,충청남도,서산시
44,1038,충청남도,서산시
44,1038,충청남도,서산시
44,1038,충청남도,서산시
44,1038,충청남도,서산시
44,1033,충청남도,예산군
44,1033,충청남도,예산군
44,1033,충청남도,예산군
44,1033,충청남도,예산군
43,5034,충청북도,제천시
43,5035,충청북도,제천시
43,5035,충청북도,제천시
43,5035,충청북도,제천시
43,5035,충청북도,제천시
43,5035,충청북도,제천시
43,3025,충청북도,옥천군
43,3025,충청북도,옥천군
43,3025,충청북도,옥천군
43,3025,충청북도,옥천군
44,7031,충청남도,서천군
44,7031,충청남도,서천군
44,7031,충청남도,서천군
44,7031,충청남도,서천군
44,7025,충청남도,서천군
44,7033,충청남도,서천군
44,7033,충청남도,서천군
44,7025,충청남도,서천군
47,3035,경상북도,고령군
47,3035,경상북도,고령군
44,1033,충청남도,예산군
44,1033,충청남도,예산군
43,3025,충청북도,충주시
43,3031,충청북도,충주시
41,3025,경기도,양평군
41,3025,경기도,양평군
41,3025,경기도,양평군
41,3025,경기도,양평군
44,6044,충청남도,부여군
44,6044,충청남도,부여군
44,6044,충청남도,부여군
44,6045,충청남도,부여군
43,3012,충청북도,충주시
43,3012,충청북도,충주시
43,3012,충청북도,충주시
43,3012,충청북도,충주시
43,3037,충청북도,충주시
43,3011,충청북도,충주시
43,3011,충청북도,충주시
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7031,충청북도,음성군
43,7032,충청북도,음성군
44,3034,충청남도,논산시
44,3034,충청남도,논산시
44,3034,충청남도,논산시
44,3034,충청남도,논산시
44,3033,충청남도,논산시
44,3036,충청남도,논산시
44,6041,충청남도,부여군
44,6041,충청남도,부여군
44,6042,충청남도,부여군
44,6042,충청남도,부여군
44,6045,충청남도,부여군
44,7000,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,1040,충청남도,예산군
44,7025,충청남도,서천군
44,5034,충청남도,공주시
44,5040,충청남도,공주시
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7025,충청남도,서천군
44,7032,충청남도,서천군
44,7032,충청남도,서천군
44,7032,충청남도,서천군
44,7032,충청남도,서천군
43,2036,충청북도,보은군
43,2036,충청북도,보은군
43,2036,충청북도,보은군
43,2036,충청북도,보은군
43,2036,충청북도,보은군
43,2036,충청북도,보은군
43,2025,충청북도,보은군
43,2025,충청북도,보은군
43,2025,충청북도,보은군
43,2025,충청북도,보은군
43,2025,충청북도,보은군
43,2036,충청북도,보은군
43,5000,충청북도,제천시
43,4032,충청북도,영동군
43,4032,충청북도,영동군
43,4032,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
43,4031,충청북도,영동군
29,5511,광주광역시,남구
29,5511,광주광역시,남구
29,5511,광주광역시,남구
29,5511,광주광역시,남구
29,4011,광주광역시,서구
29,4011,광주광역시,서구
29,4011,광주광역시,서구
29,4011,광주광역시,서구
29,4012,광주광역시,서구
29,4012,광주광역시,서구
43,6035,충청북도,괴산군
43,6035,충청북도,괴산군
43,6035,충청북도,괴산군
43,6035,충청북도,괴산군
43,6036,충청북도,괴산군
43,6036,충청북도,괴산군
43,6036,충청북도,괴산군
43,6036,충청북도,괴산군
44,1033,충청남도,서산시
44,1033,충청남도,서산시
44,1031,충청남도,서산시
44,1031,충청남도,서산시
44,1031,충청남도,서산시
44,1031,충청남도,서산시
44,1031,충청남도,서산시
44,1032,충청남도,서산시
44,1000,충청남도,예산군
44,1031,충청남도,예산군
41,2033,경기도,가평군
41,2033,경기도,가평군
41,2033,경기도,가평군
41,2033,경기도,가평군
41,2033,경기도,가평군
41,2033,경기도,가평군
41,2033,경기도,가평군
27,1033,대구광역시,달성군
27,1033,대구광역시,달성군
27,1033,대구광역시,달성군
27,1033,대구광역시,달성군
27,1033,대구광역시,달성군
41,7010,경기도,오산시
41,7010,경기도,오산시
41,3000,경기도,의왕시
41,3010,경기도,의왕시
41,3010,경기도,의왕시
41,3010,경기도,의왕시
41,3010,경기도,의왕시
41,3010,경기도,의왕시
41,3010,경기도,의왕시
41,3011,경기도,의왕시
41,3011,경기도,의왕시
47,7035,경상북도,영덕군
47,7035,경상북도,영덕군
47,7035,경상북도,영덕군
41,8036,경기도,파주시
41,8036,경기도,파주시
41,8036,경기도,파주시
41,8036,경기도,파주시
27,9000,대구광역시,달서구
27,9010,대구광역시,달서구
27,9010,대구광역시,달서구
27,9010,대구광역시,달서구
27,9010,대구광역시,달서구
27,4013,대구광역시,동구
27,4013,대구광역시,동구
27,7010,대구광역시,서구
27,4013,대구광역시,동구
27,4013,대구광역시,동구
27,4014,대구광역시,동구
27,4014,대구광역시,동구
27,4014,대구광역시,동구
30,4012,대전광역시,중구
41,7036,경기도,김포시
41,7036,경기도,김포시
41,7035,경기도,김포시
41,5031,경기도,안성시
41,5011,경기도,안성시
41,5011,경기도,안성시
41,5011,경기도,안성시
46,7035,전라남도,고흥군
46,7035,전라남도,고흥군
46,7035,전라남도,고흥군
46,7035,전라남도,고흥군
46,7035,전라남도,고흥군
46,7034,전라남도,고흥군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,7044,전라남도,고흥군
46,7044,전라남도,고흥군
46,7044,전라남도,고흥군
46,7045,전라남도,고흥군
46,7045,전라남도,고흥군
46,8034,전라남도,보성군
47,5037,경상북도,칠곡군
47,5037,경상북도,칠곡군
47,1331,경상북도,포항시
47,1331,경상북도,포항시
47,1331,경상북도,포항시
47,1331,경상북도,포항시
47,1331,경상북도,포항시
47,1331,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
27,9010,대구광역시,달서구
27,9011,대구광역시,달서구
27,9011,대구광역시,달서구
27,9011,대구광역시,달서구
27,9011,대구광역시,달서구
27,9011,대구광역시,달서구
27,6011,대구광역시,수성구
46,9036,전라남도,완도군
46,9036,전라남도,완도군
46,9036,전라남도,완도군
46,9036,전라남도,완도군
46,9036,전라남도,완도군
46,9037,전라남도,완도군
46,9037,전라남도,완도군
46,9037,전라남도,완도군
46,9037,전라남도,완도군
27,7010,대구광역시,서구
27,7010,대구광역시,서구
27,7010,대구광역시,서구
27,7010,대구광역시,서구
27,7010,대구광역시,서구
27,7010,대구광역시,서구
27,3000,대구광역시,북구
27,3010,대구광역시,북구
27,4014,대구광역시,동구
27,4012,대구광역시,동구
27,4012,대구광역시,동구
30,7012,대전광역시,서구
30,7012,대전광역시,서구
30,7012,대전광역시,서구
41,7036,경기도,김포시
30,3010,대전광역시,대덕구
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5032,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
47,3025,경상북도,울진군
47,3025,경상북도,울진군
47,3037,경상북도,울진군
47,3037,경상북도,울진군
47,3037,경상북도,울진군
47,3038,경상북도,울진군
47,3038,경상북도,울진군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8035,전라남도,보성군
46,8036,전라남도,보성군
46,8039,전라남도,보성군
46,8039,전라남도,보성군
46,8039,전라남도,보성군
11,3010,서울특별시,구로구
11,3010,서울특별시,구로구
11,3010,서울특별시,구로구
11,6013,서울특별시,영등포구
11,8011,서울특별시,강남구
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
47,9025,경상북도,경산시
11,1010,서울특별시,송파구
11,1010,서울특별시,송파구
11,1010,서울특별시,송파구
11,1011,서울특별시,송파구
11,1011,서울특별시,송파구
11,1011,서울특별시,송파구
11,1011,서울특별시,송파구
11,4000,서울특별시,강동구
47,3040,경상북도,영천시
47,3040,경상북도,영천시
47,3040,경상북도,영천시
47,1010,경상북도,영주시
47,1011,경상북도,영주시
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,5025,경상북도,칠곡군
47,5025,경상북도,칠곡군
47,5025,경상북도,칠곡군
47,5025,경상북도,칠곡군
48,7036,경상남도,밀양시
48,4031,경상남도,창녕군
48,4025,경상남도,창녕군
48,4025,경상남도,창녕군
48,4025,경상남도,창녕군
48,4025,경상남도,창녕군
26,3011,부산광역시,부산진구
26,6000,부산광역시,동래구
26,6010,부산광역시,동래구
26,6010,부산광역시,동래구
26,6010,부산광역시,동래구
26,6010,부산광역시,동래구
26,6010,부산광역시,동래구
26,6010,부산광역시,동래구
47,3012,경상북도,경주시
47,3012,경상북도,경주시
47,3012,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3011,경상북도,경주시
47,1336,경상북도,포항시
47,1336,경상북도,포항시
47,3000,경상북도,경주시
47,3010,경상북도,경주시
47,4000,경상북도,울릉군
30,3012,대전광역시,대덕구
30,3012,대전광역시,대덕구
30,3012,대전광역시,대덕구
30,3012,대전광역시,대덕구
31,1000,울산광역시,중구
31,1010,울산광역시,중구
48,7033,경상남도,밀양시
48,7031,경상남도,밀양시
48,7032,경상남도,밀양시
48,7032,경상남도,밀양시
48,7032,경상남도,밀양시
41,5040,경기도,안성시
41,5040,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
41,5035,경기도,안성시
44,5038,충청남도,공주시
44,5038,충청남도,공주시
44,5038,충청남도,공주시
44,5038,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
41,7035,경기도,김포시
41,7035,경기도,김포시
41,5040,경기도,안성시
41,5040,경기도,안성시
41,5040,경기도,안성시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8031,경기도,파주시
41,8031,경기도,파주시
41,8031,경기도,파주시
41,8032,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
27,1031,대구광역시,달성군
27,1031,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
47,3032,경상북도,의성군
47,3032,경상북도,의성군
47,3032,경상북도,의성군
47,3032,경상북도,의성군
47,3032,경상북도,의성군
47,5035,경상북도,상주시
47,5035,경상북도,상주시
47,5035,경상북도,상주시
47,5025,경상북도,상주시
48,2037,경상남도,통영시
46,9038,전라남도,화순군
46,9042,전라남도,화순군
46,9042,전라남도,화순군
47,5037,경상북도,상주시
47,5037,경상북도,상주시
47,5038,경상북도,상주시
47,5036,경상북도,상주시
47,5043,경상북도,상주시
47,5043,경상북도,상주시
47,5043,경상북도,상주시
47,5043,경상북도,상주시
47,5037,경상북도,상주시
47,5035,경상북도,상주시
47,5035,경상북도,상주시
47,5035,경상북도,상주시
46,2035,전라남도,해남군
47,7036,경상북도,영덕군
47,8010,경상북도,문경시
47,5045,경상북도,상주시
47,5043,경상북도,상주시
47,5043,경상북도,상주시
47,5044,경상북도,상주시
47,5044,경상북도,상주시
47,5044,경상북도,상주시
47,5044,경상북도,상주시
47,2032,경상북도,청도군
47,2032,경상북도,청도군
46,7025,전라남도,영광군
46,7031,전라남도,영광군
46,7031,전라남도,영광군
46,7031,전라남도,영광군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,6036,전라남도,함평군
46,6036,전라남도,함평군
46,6036,전라남도,함평군
46,6036,전라남도,함평군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
28,8500,인천광역시,연수구
28,8510,인천광역시,연수구
27,1025,대구광역시,달성군
27,1031,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
27,9011,대구광역시,달서구
27,9012,대구광역시,달서구
27,9012,대구광역시,달서구
27,9012,대구광역시,달서구
27,9012,대구광역시,달서구
27,1025,대구광역시,달성군
27,1025,대구광역시,달성군
47,7035,경상북도,영덕군
47,7035,경상북도,영덕군
41,8032,경기도,파주시
41,8032,경기도,파주시
41,8032,경기도,파주시
41,8038,경기도,파주시
41,8038,경기도,파주시
41,8038,경기도,파주시
41,8038,경기도,파주시
27,3012,대구광역시,북구
27,3012,대구광역시,북구
27,3012,대구광역시,북구
27,3012,대구광역시,북구
27,3012,대구광역시,북구
27,3013,대구광역시,북구
27,6000,대구광역시,수성구
27,6010,대구광역시,수성구
27,6010,대구광역시,수성구
27,6010,대구광역시,수성구
27,6010,대구광역시,수성구
27,6010,대구광역시,수성구
27,3012,대구광역시,북구
48,7000,경상남도,밀양시
47,8010,경상북도,문경시
47,8011,경상북도,문경시
47,8011,경상북도,문경시
47,8025,경상북도,문경시
47,8025,경상북도,문경시
47,8025,경상북도,문경시
47,8025,경상북도,문경시
47,8025,경상북도,문경시
47,8037,경상북도,문경시
47,8035,경상북도,문경시
47,8035,경상북도,문경시
47,8035,경상북도,문경시
47,8036,경상북도,문경시
47,8036,경상북도,문경시
47,8036,경상북도,문경시
47,8036,경상북도,문경시
47,8036,경상북도,문경시
46,9031,전라남도,화순군
46,9031,전라남도,화순군
46,9031,전라남도,화순군
46,9031,전라남도,화순군
46,9031,전라남도,화순군
46,9032,전라남도,화순군
46,9032,전라남도,화순군
46,9032,전라남도,화순군
48,7042,경상남도,진주시
48,7042,경상남도,진주시
48,7042,경상남도,진주시
48,7043,경상남도,진주시
48,7043,경상남도,진주시
48,7043,경상남도,진주시
48,2034,경상남도,통영시
48,2034,경상남도,통영시
48,2034,경상남도,통영시
28,4010,인천광역시,동구
28,4010,인천광역시,동구
28,1014,인천광역시,중구
28,1014,인천광역시,중구
47,2035,경상북도,청도군
47,2035,경상북도,청도군
47,2036,경상북도,청도군
47,4038,경상북도,성주군
47,4038,경상북도,성주군
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
41,6025,경기도,남양주시
46,8036,전라남도,장성군
46,8036,전라남도,장성군
46,8036,전라남도,장성군
46,1025,전라남도,신안군
46,1025,전라남도,신안군
46,1025,전라남도,신안군
46,1025,전라남도,신안군
28,6011,인천광역시,서구
28,6012,인천광역시,서구
28,1025,인천광역시,강화군
28,4511,인천광역시,계양구
27,3010,대구광역시,북구
27,3010,대구광역시,북구
27,3010,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3011,대구광역시,북구
27,3012,대구광역시,북구
27,3012,대구광역시,북구
27,4010,대구광역시,동구
27,4010,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4013,대구광역시,동구
27,4011,대구광역시,동구
27,4011,대구광역시,동구
27,4012,대구광역시,동구
27,4012,대구광역시,동구
30,7012,대전광역시,서구
30,7012,대전광역시,서구
30,7012,대전광역시,서구
30,7012,대전광역시,서구
41,7035,경기도,김포시
41,7035,경기도,김포시
41,7035,경기도,김포시
41,7035,경기도,김포시
41,7035,경기도,김포시
41,7035,경기도,김포시
41,7036,경기도,김포시
41,7036,경기도,김포시
41,7036,경기도,김포시
41,7036,경기도,김포시
46,7025,전라남도,영광군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9037,전라남도,화순군
46,9036,전라남도,화순군
48,5037,경상남도,김해시
48,5037,경상남도,김해시
48,5037,경상남도,김해시
48,5037,경상남도,김해시
48,5037,경상남도,김해시
11,5010,서울특별시,서초구
11,5010,서울특별시,서초구
11,5011,서울특별시,서초구
11,8000,서울특별시,강남구
11,8010,서울특별시,강남구
11,8010,서울특별시,강남구
11,8010,서울특별시,강남구
11,8010,서울특별시,강남구
47,5032,경상북도,칠곡군
11,9010,서울특별시,동작구
46,1025,전라남도,신안군
46,1025,전라남도,신안군
46,1025,전라남도,신안군
47,3034,경상북도,고령군
47,3034,경상북도,고령군
47,3034,경상북도,고령군
47,3034,경상북도,고령군
47,2025,경상북도,청도군
47,2025,경상북도,청도군
47,2025,경상북도,청도군
47,2025,경상북도,청도군
47,2025,경상북도,청도군
47,2025,경상북도,청도군
47,3032,경상북도,의성군
47,3032,경상북도,의성군
28,4511,인천광역시,계양구
28,4511,인천광역시,계양구
28,4511,인천광역시,계양구
28,4511,인천광역시,계양구
28,4511,인천광역시,계양구
28,4511,인천광역시,계양구
28,4512,인천광역시,계양구
28,4512,인천광역시,계양구
28,1000,인천광역시,중구
28,1010,인천광역시,중구
48,4039,경상남도,남해군
48,5000,경상남도,하동군
48,5025,경상남도,하동군
48,5025,경상남도,하동군
48,5025,경상남도,하동군
48,5025,경상남도,하동군
48,5025,경상남도,하동군
48,5025,경상남도,하동군
47,5037,경상북도,칠곡군
47,5037,경상북도,칠곡군
47,5037,경상북도,칠곡군
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,2037,경상북도,청도군
47,3000,경상북도,고령군
47,4036,경상북도,성주군
29,7014,광주광역시,북구
48,7031,경상남도,밀양시
48,7031,경상남도,밀양시
48,7025,경상남도,밀양시
48,7031,경상남도,밀양시
41,5011,경기도,안성시
41,5011,경기도,안성시
41,5011,경기도,안성시
41,5012,경기도,안성시
41,5012,경기도,안성시
41,5012,경기도,안성시
41,5012,경기도,안성시
41,5012,경기도,안성시
41,5012,경기도,안성시
41,5013,경기도,안성시
41,5013,경기도,안성시
30,3010,대전광역시,대덕구
30,3010,대전광역시,대덕구
30,3010,대전광역시,대덕구
30,3010,대전광역시,대덕구
30,3010,대전광역시,대덕구
30,3011,대전광역시,대덕구
30,3011,대전광역시,대덕구
30,3011,대전광역시,대덕구
30,3011,대전광역시,대덕구
30,3011,대전광역시,대덕구
30,3011,대전광역시,대덕구
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
41,5031,경기도,안성시
48,4011,경상남도,사천시
48,4011,경상남도,사천시
48,4011,경상남도,사천시
48,4011,경상남도,사천시
48,4011,경상남도,사천시
48,5036,경상남도,김해시
48,5036,경상남도,김해시
48,5036,경상남도,김해시
48,5036,경상남도,김해시
48,5037,경상남도,김해시
48,5042,경상남도,하동군
48,5042,경상남도,하동군
48,5042,경상남도,하동군
48,6000,경상남도,산청군
48,5031,경상남도,하동군
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1325,경상북도,포항시
47,1332,경상북도,포항시
47,1332,경상북도,포항시
47,1332,경상북도,포항시
47,1332,경상북도,포항시
47,1332,경상북도,포항시
11,8010,서울특별시,강남구
46,2035,전라남도,해남군
46,2035,전라남도,해남군
46,2036,전라남도,해남군
46,2036,전라남도,해남군
46,9040,전라남도,화순군
46,9040,전라남도,화순군
47,4036,경상북도,성주군
47,4036,경상북도,성주군
47,7036,경상북도,영덕군
48,8032,경상남도,거창군
48,8025,경상남도,거창군
48,8025,경상남도,거창군
48,8025,경상남도,거창군
48,8025,경상남도,거창군
48,8025,경상남도,거창군
48,8031,경상남도,거창군
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1335,경상북도,포항시
47,1334,경상북도,포항시
47,1334,경상북도,포항시
47,1334,경상북도,포항시
47,1334,경상북도,포항시
47,1334,경상북도,포항시
47,1334,경상북도,포항시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5010,경기도,안성시
41,5011,경기도,안성시
41,5011,경기도,안성시
41,5033,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5035,경기도,안성시
41,5033,경기도,안성시
41,5039,경기도,안성시
41,5040,경기도,안성시
41,5040,경기도,안성시
41,5040,경기도,안성시
41,5038,경기도,안성시
41,5038,경기도,안성시
41,5038,경기도,안성시
41,5038,경기도,안성시
41,5038,경기도,안성시
29,5512,광주광역시,남구
29,5512,광주광역시,남구
29,5512,광주광역시,남구
29,5512,광주광역시,남구
41,5031,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
41,5034,경기도,안성시
47,4025,경상북도,울릉군
47,3036,경상북도,울진군
47,3036,경상북도,울진군
47,3037,경상북도,울진군
48,7032,경상남도,밀양시
48,7032,경상남도,밀양시
48,7032,경상남도,밀양시
48,7033,경상남도,밀양시
48,7033,경상남도,밀양시
48,7033,경상남도,밀양시
48,7033,경상남도,밀양시
48,7035,경상남도,밀양시
48,7034,경상남도,밀양시
48,7034,경상남도,밀양시
48,7034,경상남도,밀양시
48,7034,경상남도,밀양시
41,5036,경기도,안성시
41,5036,경기도,안성시
41,5036,경기도,안성시
41,5036,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
41,5039,경기도,안성시
47,7036,경상북도,영덕군
47,7037,경상북도,영덕군
46,7033,전라남도,고흥군
47,5025,경상북도,칠곡군
47,5025,경상북도,칠곡군
47,5025,경상북도,칠곡군
48,7010,경상남도,밀양시
48,7010,경상남도,밀양시
48,3032,경상남도,함안군
48,7036,경상남도,밀양시
48,7036,경상남도,밀양시
48,7037,경상남도,밀양시
48,7037,경상남도,밀양시
48,3032,경상남도,함안군
48,3032,경상남도,함안군
48,3032,경상남도,함안군
48,3032,경상남도,함안군
48,3032,경상남도,함안군
46,8031,전라남도,보성군
46,8031,전라남도,보성군
46,8031,전라남도,보성군
47,3012,경상북도,경주시
47,3012,경상북도,경주시
47,3013,경상북도,경주시
47,3013,경상북도,경주시
47,3013,경상북도,경주시
47,1333,경상북도,포항시
47,1333,경상북도,포항시
47,1333,경상북도,포항시
46,4034,전라남도,무안군
46,4034,전라남도,무안군
46,4034,전라남도,무안군
46,4034,전라남도,무안군
46,4034,전라남도,무안군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
47,7037,경상북도,영덕군
48,4025,경상남도,창녕군
48,4025,경상남도,창녕군
48,4025,경상남도,창녕군
26,9000,부산광역시,남구
41,8037,경기도,파주시
41,8037,경기도,파주시
41,8037,경기도,파주시
41,8037,경기도,파주시
41,3031,경기도,양평군
47,3035,경상북도,고령군
47,3035,경상북도,고령군
47,3035,경상북도,고령군
47,3035,경상북도,고령군
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
44,5037,충청남도,공주시
41,5041,경기도,안성시
41,5041,경기도,안성시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,7034,경기도,김포시
41,8036,경기도,파주시
41,8037,경기도,파주시
41,8037,경기도,파주시
41,8037,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8025,경기도,파주시
41,8035,경기도,파주시
41,8035,경기도,파주시
47,1333,경상북도,포항시
47,2025,경상북도,청도군
46,6038,전라남도,함평군
46,6038,전라남도,함평군
46,6038,전라남도,함평군
46,6038,전라남도,함평군
46,4033,전라남도,무안군
46,4033,전라남도,무안군
46,4033,전라남도,무안군
46,4033,전라남도,무안군
46,4033,전라남도,무안군
46,4033,전라남도,무안군
46,6037,전라남도,함평군
46,6036,전라남도,함평군
46,8039,전라남도,보성군
46,8039,전라남도,보성군
46,8039,전라남도,보성군
26,8010,부산광역시,사하구
26,8010,부산광역시,사하구
26,8010,부산광역시,사하구
26,1000,부산광역시,금정구
26,9010,부산광역시,남구
26,9011,부산광역시,남구
28,8510,인천광역시,연수구
26,5000,부산광역시,해운대구
26,3000,부산광역시,부산진구
26,3010,부산광역시,부산진구
47,3010,경상북도,경주시
47,3010,경상북도,경주시
47,3010,경상북도,경주시
47,3010,경상북도,경주시
47,3010,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7031,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
26,1033,부산광역시,기장군
26,1033,부산광역시,기장군
29,5512,광주광역시,남구
29,7010,광주광역시,북구
29,7010,광주광역시,북구
29,4013,광주광역시,서구
